qid,gold_e2,pred_e2,em,x_rank,confidence
654,92409,114136,0,10,0.9065198600292206
655,95191,87617,0,8933,0.868069589138031
656,80595,87614,0,86,0.9064049124717712
657,116456,94884,0,621,0.9182502627372742
658,111847,105801,0,20793,0.881132185459137
659,85065,95772,0,2,0.9002543389797211
660,102484,87075,0,679,0.9170304834842682
661,129006,92744,0,75,0.8478708267211914
662,81521,127553,0,8638,0.9186435341835022
663,92089,93097,0,442,0.8944172263145447
664,122406,93467,0,19213,0.9091330766677856
665,113951,125583,0,558,0.948345959186554
666,88890,112971,0,14919,0.8903622925281525
667,113401,92925,0,7954,0.868642270565033
668,130471,172982,0,3019,0.8384386003017426
669,70689,115727,0,10156,0.870443731546402
670,93345,70292,0,8910,0.8868077993392944
671,82670,92138,0,61,0.8899155855178833
672,74122,74122,1,1,0.8919517397880554
673,99795,83702,0,7570,0.9146210849285126
674,85666,95503,0,2,0.8913145065307617
675,90555,108417,0,4738,0.8697072863578796
676,87766,76738,0,113,0.9210318624973297
677,104887,82034,0,53,0.8797867894172668
678,122868,116379,0,2,0.916120171546936
679,136442,80061,0,163,0.8747747540473938
680,78227,104979,0,75,0.8938885927200317
681,107720,122163,0,400,0.8533674478530884
682,126908,126908,1,1,0.9463480114936829
683,131315,123374,0,1284,0.8876125514507294
684,75192,126955,0,46314,0.8844493925571442
685,126758,116519,0,1492,0.9384448230266571
686,96493,105111,0,332,0.9033620059490204
687,113310,81923,0,1650,0.8750821948051453
688,110248,181557,0,30047,0.8845012485980988
689,124990,91489,0,2,0.9241248071193695
690,115144,105108,0,1812,0.9059965908527374
691,112856,132431,0,101,0.8894402086734772
692,109405,133521,0,8658,0.877084344625473
693,131978,117144,0,753,0.9140391945838928
694,80154,96830,0,18685,0.9335930347442627
695,87703,123368,0,1114,0.9134339988231659
696,123778,188688,0,787,0.911304384469986
697,137889,84231,0,2348,0.8856451511383057
698,109389,109389,1,1,0.911962628364563
699,118587,106984,0,382,0.8886380791664124
700,128367,110628,0,25483,0.8735710084438324
701,136914,98813,0,149,0.890400230884552
702,104727,135831,0,3,0.9132857918739319
703,81381,133293,0,15805,0.8852497339248657
704,131555,97886,0,16,0.8544313907623291
705,114124,103966,0,34457,0.907182902097702
706,115553,92083,0,14,0.9144687056541443
707,124734,197020,0,113,0.8957646489143372
708,119237,109409,0,56,0.9235499501228333
709,78399,123547,0,266,0.8335912227630615
710,97269,90219,0,198,0.9121277332305908
711,114033,83943,0,29346,0.893782913684845
712,90592,94191,0,1144,0.8976967334747314
713,99487,118552,0,21141,0.8758003413677216
714,111141,93048,0,332,0.9402076303958893
715,129455,97010,0,390,0.863338440656662
716,77950,93280,0,181,0.9078592658042908
717,134545,95157,0,8571,0.8910004496574402
718,119707,176995,0,65,0.9228326082229614
719,98646,122027,0,311,0.90131676197052
720,79662,94785,0,190,0.8927083611488342
721,109283,76546,0,679,0.8680998980998993
722,127746,88595,0,35578,0.8514064252376556
723,80296,79104,0,8527,0.9171598553657532
724,114278,88835,0,2,0.8882449269294739
725,111123,118821,0,4928,0.8831954598426819
726,124268,110986,0,51015,0.8877241015434265
727,104567,107316,0,3738,0.8949769139289856
728,107646,106655,0,278,0.8956213891506195
729,72991,84622,0,10,0.9039269387722015
730,71945,134088,0,8,0.8831502795219421
731,132599,199340,0,1190,0.8608165383338928
732,135133,129410,0,241,0.8820155560970306
733,76695,122762,0,289,0.9219395816326141
734,108644,135368,0,244,0.8898403942584991
735,86202,72651,0,6368,0.874268651008606
736,75137,121291,0,1241,0.9292708933353424
737,117725,84018,0,3585,0.8625185489654541
738,92618,91930,0,383,0.946372002363205
739,107380,97138,0,1073,0.9459449350833893
740,91524,82167,0,8,0.8951893448829651
741,119947,126537,0,1053,0.8663538992404938
742,108863,115881,0,360,0.9244602918624878
743,124458,89210,0,6903,0.8702503442764282
744,138666,106923,0,1224,0.8710604608058929
745,105184,127529,0,2,0.9173603653907776
746,137387,91930,0,764,0.9099056720733643
747,108721,97568,0,2397,0.8648657202720642
748,138891,110384,0,13,0.8675670027732849
749,81954,179815,0,23282,0.9145208299160004
750,122412,98502,0,1284,0.8832912445068359
751,128774,106227,0,25,0.9034670293331146
752,128031,91218,0,50,0.8649414479732513
753,122472,113819,0,17989,0.9153324067592621
754,86541,123374,0,731,0.8801456987857819
755,124348,111967,0,5,0.9198359251022339
756,138921,138921,1,1,0.9280243217945099
757,125771,100898,0,26843,0.8473214209079742
758,124298,94387,0,1771,0.9355838596820831
759,99960,135081,0,17,0.9098764061927795
760,110362,131976,0,805,0.8832760751247406
761,78581,91815,0,6567,0.8552800118923187
762,93229,117792,0,51,0.9002477824687958
763,82497,176782,0,295,0.9093490540981293
764,120599,131514,0,263,0.8764623701572418
765,123185,91647,0,11213,0.8757387399673462
766,77176,139820,0,1882,0.8857354819774628
767,96068,75183,0,4844,0.8859203159809113
768,72888,109741,0,655,0.8581454455852509
769,114809,92801,0,398,0.920616865158081
770,104999,87746,0,15886,0.9198787212371826
771,116717,135018,0,19000,0.8807645738124847
772,70557,132745,0,510,0.9196683466434479
773,97698,97698,1,1,0.9093905985355377
774,88235,71451,0,1376,0.9221716821193695
775,131256,181168,0,554,0.8599642813205719
776,72984,108417,0,18001,0.8662435114383698
777,76035,98502,0,3398,0.8881186544895172
778,102342,120149,0,12,0.8988140225410461
779,138464,136903,0,38,0.9139512777328491
780,122824,82975,0,43,0.8919238150119781
781,104076,74834,0,26,0.8863639235496521
782,73374,107044,0,171,0.918771892786026
783,111124,121217,0,32670,0.89028599858284
784,125387,107987,0,4,0.878195583820343
785,97302,102434,0,12805,0.894514799118042
786,92673,83140,0,3,0.9126743674278259
787,108938,112332,0,26,0.8752686679363251
788,71700,106580,0,43,0.9168913960456848
789,109645,125246,0,2400,0.8989041447639465
790,129242,99785,0,44,0.9238616228103638
791,83353,135779,0,15,0.8583926260471344
792,136900,87381,0,668,0.9051673114299774
793,127535,127840,0,624,0.9367214441299438
794,94888,104192,0,1434,0.9024246037006378
795,79434,77514,0,4228,0.855402022600174
796,89424,86244,0,52,0.8966568112373352
797,135198,79448,0,5361,0.9097566306591034
798,91241,102626,0,3,0.929225355386734
799,88052,92293,0,1524,0.8671392202377319
800,115479,115264,0,2,0.933611661195755
801,106335,82167,0,41457,0.8902393579483032
802,98722,122189,0,392,0.9153389036655426
803,83793,135002,0,52,0.9146734476089478
804,85642,90264,0,3465,0.8794235587120056
805,125494,131942,0,1668,0.8701475858688354
806,118809,83765,0,52,0.9332705140113831
807,77278,104544,0,319,0.8608713150024414
808,101026,128845,0,2392,0.8943931460380554
809,134172,109448,0,343,0.8999780416488647
810,125424,134262,0,3,0.8927762806415558
811,113250,130277,0,4,0.9097109436988831
812,97441,89999,0,102,0.9129135608673096
813,85695,116017,0,7267,0.8987227082252502
814,75066,99165,0,61,0.9235124886035919
815,118617,79441,0,839,0.880092978477478
816,91271,120921,0,22,0.9039836823940277
817,122849,127600,0,5106,0.8926876783370972
818,99768,99768,1,1,0.8946360051631927
819,139633,130963,0,6807,0.8819461464881897
820,126085,134694,0,24,0.9035356938838959
821,109609,132764,0,40705,0.8578865826129913
822,114494,170550,0,847,0.8886257410049438
823,110229,102664,0,8588,0.8909406065940857
824,74047,72839,0,342,0.9081863462924957
825,118531,100778,0,6,0.8911076486110687
826,114992,191469,0,59,0.9126098453998566
827,74537,94553,0,158,0.9003829061985016
828,92980,89545,0,2378,0.8462277054786682
829,122929,78175,0,3086,0.9006628394126892
830,127496,72454,0,3627,0.8854546546936035
831,92674,122910,0,530,0.9224355816841125
832,73002,134451,0,38,0.8759086728096008
833,138991,82561,0,5,0.877844899892807
834,95930,115970,0,10,0.8646730482578278
835,119788,95768,0,251,0.8684532046318054
836,105238,138064,0,14,0.8961256146430969
837,82217,122329,0,1541,0.865191251039505
838,138145,87054,0,76,0.8920392394065857
839,98298,72976,0,275,0.8661973476409912
840,124634,124634,1,1,0.9272343814373016
841,127505,123196,0,112,0.9222455024719238
842,103889,103110,0,285,0.9256973564624786
843,137696,72818,0,764,0.8978403508663177
844,88991,70367,0,551,0.9050241708755493
845,85819,85819,1,1,0.9259697794914246
846,102118,115875,0,2203,0.8814341723918915
847,81588,102789,0,54,0.9019433856010437
848,96126,130068,0,3276,0.8721900582313538
849,70846,72722,0,2576,0.882761687040329
850,137888,117796,0,1559,0.902119904756546
851,113584,175002,0,73,0.8996142148971558
852,95299,126529,0,4,0.8811505436897278
853,80338,111513,0,20913,0.8911975920200348
854,74171,79267,0,714,0.9135797321796417
855,137732,105471,0,2,0.9193269610404968
856,116677,110584,0,6,0.9270593822002411
857,112749,117876,0,13,0.9196958243846893
858,96395,125330,0,7886,0.897709310054779
859,109650,105017,0,1609,0.8943439424037933
860,134538,177736,0,2,0.9031093716621399
861,99513,92625,0,3,0.9002147316932678
862,112523,112114,0,4296,0.8874770402908325
863,101124,75362,0,22,0.8738108277320862
864,134107,78859,0,1220,0.8831798434257507
865,103441,82368,0,1275,0.8953376412391663
866,101978,79997,0,755,0.894700676202774
867,129447,130065,0,164,0.8980661928653717
868,109983,126287,0,24558,0.8695389330387115
869,105386,116301,0,119,0.9244678914546967
870,75480,86313,0,227,0.9037022888660431
871,120029,120029,1,1,0.9067309498786926
872,128791,127553,0,2511,0.8891690969467163
873,124308,130065,0,1888,0.8828117847442627
874,83536,73835,0,36,0.9255504906177521
875,104004,108991,0,3,0.8706357479095459
876,118241,118552,0,2633,0.8903924226760864
877,138288,93815,0,52,0.9188724458217621
878,73278,182774,0,2,0.8757133185863495
879,99124,127840,0,20,0.9201902449131012
880,75868,99567,0,7182,0.8886334896087646
881,95291,174027,0,1154,0.9110317230224609
882,89918,137445,0,6956,0.876176655292511
883,115526,195963,0,11294,0.8883074820041656
884,74617,80836,0,2,0.9105580151081085
885,75550,124119,0,2359,0.8641064167022705
886,96669,78984,0,88,0.8933409452438354
887,89978,76196,0,11403,0.9132322669029236
888,74575,134708,0,1514,0.8962384164333344
889,106309,76084,0,2978,0.8958999812602997
890,76529,115875,0,7506,0.9139167666435242
891,132361,181734,0,10,0.9079634845256805
892,79665,131468,0,4,0.8996983170509338
893,89907,77381,0,13068,0.876076728105545
894,127186,88765,0,55135,0.8731589913368225
895,84516,113148,0,10,0.9155481457710266
896,109020,71565,0,4,0.9112273752689362
897,74536,118521,0,1176,0.8429122269153595
898,125418,188702,0,6,0.9210779070854187
899,83661,89999,0,815,0.9017069339752197
900,107054,129682,0,3652,0.8887789845466614
901,103266,117407,0,19924,0.9177201092243195
902,131000,105525,0,18956,0.9033010005950928
903,117003,113570,0,164,0.8896186351776123
904,135738,127553,0,46,0.8995167016983032
905,136965,117600,0,20329,0.8577850759029388
906,85140,81563,0,10893,0.9071279466152191
907,116390,125098,0,80,0.8837555348873138
908,122421,136444,0,531,0.8566053211688995
909,101744,117796,0,2162,0.9137079119682312
910,115149,129778,0,5,0.903563529253006
911,91909,177103,0,118,0.8934264481067657
912,96795,90137,0,1041,0.8866496384143829
913,88708,109015,0,112,0.8472397923469543
914,121711,119060,0,6134,0.8864621520042419
915,106330,100324,0,149,0.8981423079967499
916,98167,190674,0,2264,0.8754817247390747
917,137302,135041,0,153,0.8676870465278625
918,136326,106820,0,4,0.9041867256164551
919,116303,127553,0,1371,0.8930263519287109
920,90839,120366,0,8057,0.8721112608909607
921,131442,72051,0,113,0.8621771335601807
922,120433,95786,0,137,0.8711796402931213
923,72827,94420,0,6,0.8567093908786774
924,83702,105108,0,2,0.9217690229415894
925,136805,126555,0,23307,0.8753783106803894
926,137028,115575,0,2060,0.8966018557548523
927,128396,124195,0,623,0.8760328590869904
928,71017,101001,0,48,0.866275280714035
929,82201,101397,0,11712,0.9104587435722351
930,113497,77078,0,2889,0.8665265440940857
931,85752,82941,0,67,0.9004859328269958
932,85663,107188,0,2281,0.8735865652561188
933,100236,88355,0,10958,0.8947926163673401
934,118933,73925,0,2810,0.882369190454483
935,104070,120400,0,24094,0.9056577086448669
936,87860,134089,0,4398,0.9001394808292389
937,91901,109368,0,13634,0.8529459536075592
938,80359,80359,1,1,0.8928950428962708
939,104263,86549,0,17107,0.8506639301776886
940,81359,117234,0,13,0.9010007381439209
941,110601,110601,1,1,0.9254855513572693
942,116476,85338,0,5220,0.8782381415367126
943,92112,93360,0,25,0.9439725279808044
944,87933,124853,0,12,0.890859991312027
945,106929,106929,1,1,0.9171974956989288
946,97233,125629,0,20779,0.8481378257274628
947,88980,123755,0,3,0.8769697546958923
948,110787,84925,0,22,0.879259318113327
949,71107,122074,0,6,0.9043577909469604
950,131387,76196,0,119,0.8953410983085632
951,123410,83998,0,20,0.8935653567314148
952,111866,80902,0,11,0.9329885244369507
953,104488,83343,0,2770,0.9191779494285583
954,73359,78736,0,17985,0.8670058846473694
955,124351,109185,0,64,0.926222026348114
956,127107,180352,0,1502,0.925627201795578
957,94800,104544,0,7676,0.9066875576972961
958,111149,111149,1,1,0.8665991127490997
959,86012,86012,1,1,0.8977804183959961
960,82773,79540,0,1047,0.8922958672046661
961,110968,89880,0,69,0.8838409185409546
962,87771,104453,0,884,0.9077067971229553
963,130093,113889,0,6,0.8935391306877136
964,139746,74015,0,60,0.8953498005867004
965,96560,97936,0,40889,0.901899665594101
966,74366,81925,0,14734,0.8503936231136322
967,118487,105311,0,1948,0.8658870160579681
968,117382,99103,0,44,0.9001351296901703
969,76079,77406,0,2100,0.8994781970977783
970,93840,136296,0,526,0.9060837030410767
971,98183,123374,0,10820,0.8807266354560852
972,84048,138961,0,55,0.8762384057044983
973,137199,75183,0,414,0.8514644801616669
974,139165,104924,0,4518,0.9128654599189758
975,94459,193531,0,18,0.9296568036079407
976,92626,72512,0,8118,0.8944844603538513
977,71955,95558,0,19,0.9250588715076447
978,110801,89545,0,417,0.8803352415561676
979,70369,89209,0,68776,0.8655056655406952
980,93707,113383,0,4212,0.8741918504238129
981,113184,85432,0,2129,0.879016786813736
982,82186,99971,0,604,0.9326496124267578
983,123071,190018,0,8,0.8951030373573303
984,90572,117604,0,53455,0.8911363184452057
985,135479,79754,0,8,0.9269757270812988
986,137127,86979,0,32,0.9465001225471497
987,88550,75257,0,2599,0.8940946757793427
988,103964,112390,0,12254,0.86665278673172
989,76171,110611,0,28,0.9018160104751587
990,132991,99409,0,318,0.8881966769695282
991,90605,77792,0,2974,0.8670677840709686
992,125545,181495,0,2862,0.9356724619865417
993,131510,117225,0,165,0.9047250151634216
994,138603,197020,0,8739,0.9097971618175507
995,134249,116810,0,45380,0.8865443468093872
996,110623,104544,0,6767,0.8951124846935272
997,130278,120122,0,70,0.9429786503314972
998,109482,188559,0,2,0.9096970558166504
999,128689,97134,0,2943,0.8808727562427521
